code_iso2,nom,continent,region,population,superficie_km2,cote_maritime,pays_enclavé,ile,nombre_voisins,langue_principale,nombre_langues_officielles,monnaie,ue,hemisphere,climat_dominant,drapeau_couleurs,drapeau_multicolore,drapeau_elements,religion_principale,indice
MV,Maldives,Asie,Asie du Sud,521 K,298,True,False,True,0,Maldivien,1,Rufiyaa,False,Nord,tropical,"rouge,vert,blanc",True,croissant,Islam,"L'archipel le plus plat du monde, avec une altitude maximale de 2,4 mètres au-dessus de la mer"
ML,Mali,Afrique,Afrique de l'Ouest,"22,4 M",1240192,False,True,False,7,Français,1,Franc CFA,False,Nord,aride,"vert,jaune,rouge",True,aucun,Islam,Une ville du désert fut capitale mondiale du savoir islamique au XVe siècle
MT,Malte,Europe,Europe du Sud,535 K,316,True,False,True,0,Maltais,2,Euro,True,Nord,méditerranéen,"blanc,rouge",False,croix,Christianisme (catholicisme),La plus petite île de l'Union européenne abrite les plus vieux temples encore debout du monde
MH,Îles Marshall,Océanie,Océanie,42 K,181,True,False,True,0,Marshallais,2,Dollar américain,False,Nord,tropical,"bleu,orange,blanc",True,"étoile,rayures",Christianisme,L'archipel du Pacifique où les États-Unis ont fait exploser 67 bombes nucléaires au XXe siècle
MR,Mauritanie,Afrique,Afrique de l'Ouest / Afrique du Nord,"4,7 M",1030700,True,False,False,4,Arabe,1,Ouguiya,False,Nord,aride,"vert,or,rouge",True,"croissant,étoile",Islam,"Le pays où l'esclavage n'a été criminalisé qu'en 2007, entre Sahara et côte Atlantique"
MU,Maurice,Afrique,Afrique de l'Est,"1,3 M",2040,True,False,True,0,Anglais,3+,Roupie mauricienne,False,Nord,tropical,"rouge,bleu,jaune,vert",True,bandes,Multireligion,"L'île où le dodo a vécu et disparu, et où quatre cultures se mélangent en harmonie"
MX,Mexique,Amériques,Amérique du Nord / Amérique centrale,"127,5 M",1964375,True,False,False,3,Espagnol,1,Peso mexicain,False,Nord,aride,"vert,blanc,rouge",True,"armoiries,aigle",Christianisme (catholicisme),"Le pays de l'avocat, de la tequila, des pyramides aztèques et du piment en toute chose"
FM,Micronésie,Océanie,Océanie,115 K,702,True,False,True,0,Anglais,1,Dollar américain,False,Nord,tropical,"bleu,blanc",False,étoiles,Christianisme,"La fédération de 600 îles oubliées dans le Pacifique, ancienne tutelle américaine jusqu'en 1986"
MD,Moldavie,Europe,Europe de l'Est,"2,6 M",33846,False,True,False,2,Roumain,1,Leu moldave,False,Nord,continental,"bleu,jaune,rouge",True,"armoiries,aigle",Christianisme (orthodoxe),"Le plus grand pays viticole per capita au monde, coincé entre ses deux grands voisins"
MC,Monaco,Europe,Europe du Sud,36 K,2,True,False,False,1,Français,1,Euro,False,Nord,méditerranéen,"rouge,blanc",False,aucun,Christianisme (catholicisme),"Le pays le plus densément peuplé du monde, plus petit qu'un arrondissement de Paris"
MN,Mongolie,Asie,Asie centrale / Asie de l'Est,"3,4 M",1564116,False,True,False,2,Mongol,1,Tögrög,False,Nord,continental,"rouge,bleu,jaune",True,soyombo,Bouddhisme,"L'empire le plus grand de l'histoire continentale, aujourd'hui le pays le moins dense du monde"
ME,Monténégro,Europe,Europe du Sud / Europe de l'Est,620 K,13812,True,False,False,5,Monténégrin,1,Euro,False,Nord,méditerranéen,"rouge,or",False,"armoiries,aigle",Christianisme (orthodoxe),Le petit pays balkanique dont le nom se traduit par 'montagne noire' en latin
MA,Maroc,Afrique,Afrique du Nord,"37,5 M",446550,True,False,False,3,Arabe,2,Dirham marocain,False,Nord,méditerranéen,"rouge,vert",False,étoile,Islam,"La porte de l'Afrique entre Atlantique et Méditerranée, au bout de l'Europe à 14 km"
MZ,Mozambique,Afrique,Afrique australe,"32,8 M",801590,True,False,False,6,Portugais,1,Metical,False,Nord,tropical,"vert,blanc,noir,jaune,rouge",True,"étoile,livre,kalach",Multireligion,La côte swahili aux boutres millénaires voguant sur l'océan Indien
MM,Myanmar,Asie,Asie du Sud-Est,"54,4 M",676578,True,False,False,5,Birman,1,Kyat,False,Nord,tropical,"jaune,vert,rouge,blanc",True,étoile,Bouddhisme,Le pays aux 2 500 pagodes de Bagan et à la jupe-pantalon portée indifféremment par tous
NA,Namibie,Afrique,Afrique australe,"2,6 M",824292,True,False,False,4,Anglais,1,Dollar namibien,False,Nord,aride,"bleu,rouge,vert,blanc,jaune",True,soleil,Christianisme,"Le désert côtier le plus vieux du monde, avec les dunes rouges les plus hautes d'Afrique"
NR,Nauru,Océanie,Océanie,10 K,21,True,False,True,0,Nauruan,2,Dollar australien,False,Nord,tropical,"bleu,jaune,blanc",True,étoile,Christianisme,La plus petite île-État du monde après les îles du Pacifique — et l'un des pays les plus obèses
NP,Népal,Asie,Asie du Sud,"30,0 M",147181,False,True,False,2,Népalais,1,Roupie népalaise,False,Nord,montagnard,"rouge,bleu,blanc",True,"lune,soleil",Hindouisme,Le toit du monde : 8 des 10 plus hautes montagnes de la planète sont ici
NL,Pays-Bas,Europe,Europe de l'Ouest,"17,9 M",41543,True,False,False,3,Néerlandais,1,Euro,True,Nord,tempéré,"rouge,blanc,bleu",True,aucun,Multireligion,"Le pays le plus bas du monde, dont un tiers du territoire est sous le niveau de la mer"
NZ,Nouvelle-Zélande,Océanie,Océanie,"5,1 M",270467,True,False,True,0,Anglais,3+,Dollar néo-zélandais,False,Sud,tempéré,"bleu,rouge,blanc",True,"Union Jack,étoiles",Christianisme,"La Terre du Long Nuage Blanc, des All Blacks, des kiwis et des tournages de Tolkien"
NI,Nicaragua,Amériques,Amérique centrale,"6,7 M",130373,True,False,False,2,Espagnol,1,Córdoba,False,Nord,tropical,"bleu,blanc",False,armoiries,Christianisme (catholicisme),"Le plus grand pays d'Amérique centrale par superficie, entre lacs et volcans en activité"
NE,Niger,Afrique,Afrique de l'Ouest,"26,2 M",1267000,False,True,False,7,Français,1,Franc CFA,False,Nord,aride,"orange,blanc,vert,orange",True,disque,Islam,Le pays le plus chaud du monde selon l'ONU et le taux de fécondité le plus élevé de la planète
NG,Nigeria,Afrique,Afrique de l'Ouest,"224,0 M",923768,True,False,False,4,Anglais,1,Naira,False,Nord,tropical,"vert,blanc",False,aucun,Multireligion,La plus grande économie d'Afrique et le pays le plus peuplé du continent
MK,Macédoine du Nord,Europe,Europe du Sud / Europe de l'Est,"2,1 M",25713,False,True,False,5,Macédonien,1,Denar,False,Nord,continental,"rouge,jaune",False,soleil,Multireligion,Le pays balkanique dont le nom a fait l'objet d'un long différend diplomatique de 27 ans avec son voisin du Sud
NO,Norvège,Europe,Europe du Nord,"5,4 M",385207,True,False,False,3,Norvégien,2,Couronne norvégienne,False,Nord,polaire,"rouge,blanc,bleu",True,croix,Christianisme (protestantisme),"Les fjords, le saumon et le fonds souverain le plus riche du monde grâce au pétrole"
OM,Oman,Asie,Asie de l'Ouest,"4,5 M",309500,True,False,False,3,Arabe,1,Rial omanais,False,Nord,aride,"rouge,blanc,vert",True,"emblème,khanjar",Islam,"Le pays de l'encens depuis l'Antiquité, avec des forts médiévaux à perte de vue"
PK,Pakistan,Asie,Asie du Sud / Asie centrale,"231,4 M",881913,True,False,False,4,Ourdou,2,Roupie pakistanaise,False,Nord,aride,"vert,blanc",False,"croissant,étoile",Islam,"Abrite le K2, deuxième plus haute montagne du monde, et cinq chaînes de montagnes majeures"
PW,Palaos,Océanie,Océanie,18 K,459,True,False,True,0,Palauan,2,Dollar américain,False,Nord,tropical,"bleu,jaune",False,disque,Christianisme,Le seul lac de méduses inoffensives au monde — un endroit où on peut nager avec des milliers de méduses
PA,Panama,Amériques,Amérique centrale,"4,4 M",75417,True,False,False,2,Espagnol,1,Balboa,False,Nord,tropical,"rouge,bleu,blanc",True,étoiles,Christianisme (catholicisme),Le canal qui a changé le commerce mondial en 1914 et le chapeau vendu par son voisin
PG,Papouasie-Nouvelle-Guinée,Océanie,Océanie,"10,3 M",462840,True,False,True,1,Anglais,3+,Kina,False,Nord,tropical,"rouge,noir,jaune",True,"oiseau du paradis,étoiles",Christianisme,La plus grande diversité linguistique au monde : 800 langues pour 10 millions d'habitants
PY,Paraguay,Amériques,Amérique du Sud,"7,4 M",406752,False,True,False,3,Espagnol,2,Guaraní,False,Nord,tropical,"rouge,blanc,bleu",True,"armoiries,étoile",Christianisme (catholicisme),"L'un des deux seuls pays enclavés d'Amérique du Sud, avec l'harpe comme instrument national"
PE,Pérou,Amériques,Amérique du Sud,"33,4 M",1285216,True,False,False,5,Espagnol,1,Sol,False,Nord,aride,"rouge,blanc",False,armoiries,Christianisme (catholicisme),La cité inca perdue à 2 430 mètres d'altitude et le ceviche classé patrimoine culturel immatériel
PH,Philippines,Asie,Asie du Sud-Est,"114,2 M",300000,True,False,True,0,Filipino,2,Peso philippin,False,Nord,tropical,"bleu,rouge,blanc,jaune",True,"soleil,étoiles,triangle",Christianisme (catholicisme),7 641 îles — le deuxième plus grand archipel au monde après son grand voisin insulaire
PL,Pologne,Europe,Europe centrale,"37,7 M",312696,True,False,False,7,Polonais,1,Zloty,True,Nord,continental,"blanc,rouge",False,aucun,Christianisme (catholicisme),"Le pays qui a donné Chopin, Copernic, Marie Curie et les pierogis au monde entier"
PT,Portugal,Europe,Europe du Sud,"10,3 M",92212,True,False,False,1,Portugais,1,Euro,True,Nord,méditerranéen,"vert,rouge,jaune,bleu,blanc",True,"armoiries,sphère",Christianisme (catholicisme),Le pays qui a cartographié 60% du globe et inventé le commerce maritime mondial au XVe siècle
QA,Qatar,Asie,Asie de l'Ouest,"2,9 M",11586,True,False,False,1,Arabe,1,Riyal qatarien,False,Nord,aride,"bordeaux,blanc",False,dentelé,Islam,La péninsule du Golfe qui a accueilli la première Coupe du Monde en territoire arabe
RO,Roumanie,Europe,Europe de l'Est / Europe du Sud,"19,0 M",238397,True,False,False,5,Roumain,1,Leu,True,Nord,continental,"bleu,jaune,rouge",True,aucun,Christianisme (orthodoxe),"Le pays de Vlad l'Empaleur, des Carpates et des monastères aux fresques extérieures peintes"
RU,Russie,Europe,Europe de l'Est / Asie du Nord,"144,4 M",17098242,True,False,False,14,Russe,1,Rouble,False,Nord,continental,"blanc,bleu,rouge",True,aucun,Christianisme (orthodoxe),"Le plus grand pays du monde : onze fuseaux horaires, deux continents, un seul drapeau"
RW,Rwanda,Afrique,Afrique de l'Est,"14,3 M",26338,False,True,False,4,Kinyarwanda,3+,Franc rwandais,False,Nord,tropical,"bleu,jaune,vert",True,soleil,Christianisme (catholicisme),Le pays des mille collines qui a réalisé la reconstruction nationale la plus rapide d'Afrique
KN,Saint-Christophe-et-Niévès,Amériques,Caraïbes,47 K,261,True,False,True,0,Anglais,1,Dollar des Caraïbes orientales,False,Nord,tropical,"vert,rouge,noir,jaune,blanc",True,"étoiles,bande",Christianisme,"Le plus petit État souverain des Amériques, formé de deux îles volcaniques des Petites Antilles"
LC,Sainte-Lucie,Amériques,Caraïbes,179 K,616,True,False,True,0,Anglais,1,Dollar des Caraïbes orientales,False,Nord,tropical,"bleu,jaune,noir,blanc",True,triangle,Christianisme (catholicisme),L'île aux deux pitons volcaniques jumeaux inscrits au patrimoine mondial de l'UNESCO
VC,Saint-Vincent-et-les-Grenadines,Amériques,Caraïbes,110 K,389,True,False,True,0,Anglais,1,Dollar des Caraïbes orientales,False,Nord,tropical,"bleu,vert,jaune",True,losanges,Christianisme,L'île des Caraïbes où ont été tournées les scènes des célèbres Pirates des Caraïbes
WS,Samoa,Océanie,Océanie,222 K,2842,True,False,True,0,Samoan,2,Tala,False,Sud,tropical,"rouge,bleu,blanc",True,"étoiles,croix du Sud",Christianisme,La nation polynésienne qui a décidé de sauter un jour du calendrier en 2011 pour se rapprocher de l'Australie
SM,Saint-Marin,Europe,Europe du Sud,34 K,61,True,False,False,1,Italien,1,Euro,False,Nord,méditerranéen,"bleu,blanc",False,armoiries,Christianisme (catholicisme),"La plus vieille République du monde, fondée en 301, entièrement enclavée dans un seul pays voisin"
ST,Sao Tomé-et-Principe,Afrique,Afrique centrale,223 K,964,True,False,True,0,Portugais,1,Dobra,False,Nord,tropical,"vert,jaune,rouge,noir",True,"étoiles,triangle",Christianisme (catholicisme),Deux petites îles cacaoyères à cheval sur l'équateur dans le golfe de Guinée
SA,Arabie saoudite,Asie,Asie de l'Ouest,"35,9 M",2149690,True,False,False,7,Arabe,1,Riyal saoudien,False,Nord,aride,"vert,blanc",False,"épée,écriture",Islam,"Gardien des deux lieux les plus saints de l'Islam, au-dessus d'un sixième des réserves mondiales de pétrole"
SN,Sénégal,Afrique,Afrique de l'Ouest,"17,8 M",196722,True,False,False,5,Français,1,Franc CFA,False,Nord,aride,"vert,jaune,rouge",True,étoile,Islam,"La Téranga — l'hospitalité en wolof — est une valeur nationale, et la lutte est le sport roi"
RS,Serbie,Europe,Europe du Sud / Europe de l'Est,"6,7 M",77474,True,False,False,8,Serbe,1,Dinar serbe,False,Nord,continental,"rouge,bleu,blanc",True,"armoiries,aigle",Christianisme (orthodoxe),"La capitale qui ne dort jamais, carrefour des Balkans où se sont entremêlés Orient et Occident"
SC,Seychelles,Afrique,Afrique de l'Est,98 K,451,True,False,True,0,Anglais,3+,Roupie seychelloise,False,Nord,tropical,"bleu,jaune,rouge,blanc,vert",True,rayons,Christianisme (catholicisme),Les seules îles granitiques tropicales au monde et la tortue géante d'Aldabra
SL,Sierra Leone,Afrique,Afrique de l'Ouest,"8,4 M",71740,True,False,False,2,Anglais,1,Leone,False,Nord,tropical,"vert,blanc,bleu",True,aucun,Islam,Le nom de ce pays évoque un animal féroce — ses côtes cachent des diamants et des plages
SG,Singapour,Asie,Asie du Sud-Est,"5,9 M",728,True,False,True,1,Anglais,4,Dollar de Singapour,False,Nord,tropical,"rouge,blanc",False,"croissant,étoiles",Multireligion,"La cité-État la plus riche d'Asie du Sud-Est, où mâcher un chewing-gum était interdit jusqu'en 2004"
SK,Slovaquie,Europe,Europe centrale,"5,5 M",49035,False,True,False,5,Slovaque,1,Euro,True,Nord,continental,"blanc,bleu,rouge",True,"croix,armoiries",Christianisme (catholicisme),"Le pays aux mille châteaux médiévaux et aux Tatras, jadis uni à son voisin de l'ouest"
SI,Slovénie,Europe,Europe centrale / Europe du Sud,"2,1 M",20273,True,False,False,4,Slovène,1,Euro,True,Nord,tempéré,"bleu,blanc,rouge",True,"armoiries,étoiles,montagne",Christianisme (catholicisme),Le pays alpin dont le lac se contemple depuis un château perché sur un rocher
SB,Îles Salomon,Océanie,Océanie,720 K,28896,True,False,True,0,Anglais,1,Dollar des Îles Salomon,False,Nord,tropical,"bleu,vert,jaune,blanc",True,"étoiles,bande",Christianisme,L'archipel mélanésien où eurent lieu les plus violentes batailles navales du Pacifique en 1942-43
SO,Somalie,Afrique,Afrique de l'Est / Corne de l'Afrique,"18,1 M",637657,True,False,False,3,Somali,2,Shilling somalien,False,Nord,aride,"bleu,blanc",False,étoile,Islam,"La Corne de l'Afrique, avec le plus long littoral du continent : 3 333 km de côtes"
ZA,Afrique du Sud,Afrique,Afrique australe,"59,9 M",1219090,True,False,False,6,Zoulou,3+,Rand,False,Nord,tempéré,"noir,vert,or,rouge,bleu,blanc",True,"Y,bandes",Christianisme,"La nation arc-en-ciel avec trois capitales, onze langues officielles et des pinguoins sur ses plages"
SS,Soudan du Sud,Afrique,Afrique de l'Est / Afrique centrale,"11,1 M",644329,False,True,False,6,Anglais,1,Livre du Soudan du Sud,False,Nord,tropical,"noir,rouge,vert,bleu,jaune,blanc",True,"étoile,triangle",Multireligion,"Le pays le plus jeune du monde, indépendant depuis le 9 juillet 2011 seulement"
ES,Espagne,Europe,Europe du Sud,"47,4 M",505990,True,False,False,5,Espagnol,1,Euro,True,Nord,méditerranéen,"rouge,jaune",False,armoiries,Christianisme (catholicisme),"Flamenco, paella, tapas et sieste : la péninsule ibérique qui vit à l'heure de la fiesta !"
LK,Sri Lanka,Asie,Asie du Sud,"22,2 M",65610,True,False,False,0,Cingalais,3+,Roupie sri-lankaise,False,Nord,tropical,"or,bordeaux,vert,orange",True,"lion,feuilles",Bouddhisme,"La larme de l'Inde : île du thé, de la cannelle et des éléphants sacrés"
SD,Soudan,Afrique,Afrique du Nord / Afrique de l'Est,"46,8 M",1861484,True,False,False,7,Arabe,2,Livre soudanaise,False,Nord,aride,"rouge,blanc,noir,vert",True,triangle,Islam,Possède plus de pyramides que l'Égypte — les pyramides nubiennes de Méroé sont presque inconnues
SR,Suriname,Amériques,Amérique du Sud,618 K,163820,True,False,False,3,Néerlandais,1,Dollar surinamais,False,Nord,tropical,"vert,blanc,rouge,jaune",True,étoile,Multireligion,Le seul pays d'Amérique du Sud où le néerlandais est la langue officielle
SE,Suède,Europe,Europe du Nord,"10,5 M",450295,True,False,False,2,Suédois,1,Couronne suédoise,True,Nord,tempéré,"bleu,jaune",False,croix,Christianisme (protestantisme),"IKEA, ABBA, les prix Nobel et le droit de traverser librement les forêts privées"
CH,Suisse,Europe,Europe centrale,"8,7 M",41285,False,True,False,5,Allemand,4,Franc suisse,False,Nord,montagnard,"rouge,blanc",False,croix,Christianisme,"Le pays officiellement neutre depuis plus de 500 ans, entre montres, chocolat et fondue"
SY,Syrie,Asie,Asie de l'Ouest,"21,3 M",185180,True,False,False,5,Arabe,1,Livre syrienne,False,Nord,méditerranéen,"rouge,blanc,noir,vert",True,étoiles,Islam,L'une des plus vieilles civilisations du monde et probablement berceau de l'écriture alphabétique
TJ,Tadjikistan,Asie,Asie centrale,"10,2 M",143100,False,True,False,4,Tadjik,1,Somoni,False,Nord,continental,"rouge,blanc,vert,or",True,"couronne,étoiles",Islam,90% du territoire est montagneux — le Pamir est ici le 'toit du monde' de la Route de la Soie
TZ,Tanzanie,Afrique,Afrique de l'Est,"63,7 M",945087,True,False,False,8,Swahili,2,Shilling tanzanien,False,Nord,tropical,"vert,jaune,noir,bleu",True,bande diagonale,Multireligion,"Le toit de l'Afrique, une île aux épices mythique et la plus grande migration animale sur Terre"
TH,Thaïlande,Asie,Asie du Sud-Est,"71,7 M",513120,True,False,False,4,Thaï,1,Baht,False,Nord,tropical,"rouge,blanc,bleu",True,aucun,Bouddhisme,"Le sourire légendaire, les temples dorés et la street food la plus diverse de tout le continent"
TL,Timor oriental,Asie,Asie du Sud-Est / Océanie,"1,3 M",14874,True,False,False,1,Tétoum,2,Dollar américain,False,Nord,tropical,"rouge,noir,jaune,blanc",True,"étoile,triangle",Christianisme (catholicisme),"L'un des pays les plus récents du monde, indépendant depuis 2002 après 24 ans d'occupation"
TG,Togo,Afrique,Afrique de l'Ouest,"8,7 M",56785,True,False,False,3,Français,1,Franc CFA,False,Nord,tropical,"vert,jaune,rouge,blanc",True,étoile,Multireligion,Surnommé le couloir de l'Afrique : 600 km du nord au sud pour à peine 100 km de large
TO,Tonga,Océanie,Océanie,105 K,748,True,False,True,0,Tonguien,2,Pa'anga,False,Sud,tropical,"rouge,blanc",False,croix,Christianisme,Le seul royaume polynésien à n'avoir jamais été colonisé — champion de rugby du Pacifique
TT,Trinité-et-Tobago,Amériques,Caraïbes,"1,4 M",5131,True,False,True,0,Anglais,1,Dollar de Trinité-et-Tobago,False,Nord,tropical,"rouge,blanc,noir",True,bande diagonale,Christianisme,L'île des Caraïbes qui a inventé le steel pan et le carnaval le plus explosif de l'Atlantique
TN,Tunisie,Afrique,Afrique du Nord,"12,0 M",163610,True,False,False,2,Arabe,1,Dinar tunisien,False,Nord,méditerranéen,"rouge,blanc",False,"croissant,étoile",Islam,"Les ruines de Carthage, les décors de Star Wars dans le Sahara et des médinas bleues et blanches"
TR,Turquie,Europe,Asie de l'Ouest / Europe du Sud,"85,3 M",783562,True,False,False,8,Turc,1,Lire turque,False,Nord,méditerranéen,"rouge,blanc",False,"croissant,étoile",Islam,"Le seul pays à cheval sur deux continents, avec une ville coupée en deux par un détroit"
TM,Turkménistan,Asie,Asie centrale,"6,1 M",488100,True,False,False,4,Turkmène,1,Manat,False,Nord,aride,"vert,rouge,blanc",True,"ornements,croissant",Islam,La porte de l'Enfer brûle sans interruption depuis 1971 — et ses chevaux ont la robe dorée
TV,Tuvalu,Océanie,Océanie,11 K,26,True,False,True,0,Tuvaluan,2,Dollar australien,False,Nord,tropical,"bleu,jaune,blanc",True,"Union Jack,étoiles",Christianisme,L'archipel qui se noie lentement mais gagne de l'argent en vendant son extension de domaine au monde
UG,Ouganda,Afrique,Afrique de l'Est,"48,6 M",241038,False,True,False,5,Anglais,2,Shilling ougandais,False,Nord,tropical,"noir,jaune,rouge",True,"grue,disque",Christianisme,"La perle de l'Afrique selon Churchill, avec les gorilles des brumes et les sources du Nil"
UA,Ukraine,Europe,Europe de l'Est,"43,5 M",603500,True,False,False,7,Ukrainien,1,Hryvnia,False,Nord,continental,"bleu,jaune",False,aucun,Christianisme (orthodoxe),Le grenier de l'Europe : le plus grand pays entièrement situé sur le continent européen
AE,Émirats arabes unis,Asie,Asie de l'Ouest,"9,9 M",83600,True,False,False,2,Arabe,1,Dirham,False,Nord,aride,"vert,blanc,noir,rouge",True,bandes,Islam,Le désert de sable doré qui a bâti les plus hauts gratte-ciels du monde en moins de 50 ans
GB,Royaume-Uni,Europe,Europe de l'Ouest,"67,7 M",242495,True,False,True,1,Anglais,1,Livre sterling,False,Nord,tempéré,"rouge,blanc,bleu",True,"Union Jack,croix",Christianisme,"L'inventeur du football, de la démocratie parlementaire, du thé à 17h et du silence en file d'attente"
US,États-Unis,Amériques,Amérique du Nord,"335,9 M",9833517,True,False,False,2,Anglais,1,Dollar américain,False,Nord,continental,"rouge,blanc,bleu",True,"étoiles,rayures",Christianisme,"Le pays des hamburgers, d'Hollywood, des grands espaces et du rêve en super-size"
UY,Uruguay,Amériques,Amérique du Sud,"3,5 M",176215,True,False,False,2,Espagnol,1,Peso uruguayen,False,Nord,tempéré,"bleu,blanc,jaune",True,"soleil,rayures",Christianisme (catholicisme),"Le premier pays au monde à légaliser le cannabis national, champion du maté et du football"
UZ,Ouzbékistan,Asie,Asie centrale,"36,0 M",448978,False,True,False,5,Ouzbek,1,Sum,False,Nord,aride,"bleu,blanc,vert",True,"croissant,étoiles",Islam,Samarcande la Légendaire : le carrefour de la Route de la Soie et des coupoles turquoise
VU,Vanuatu,Océanie,Océanie,330 K,12189,True,False,False,0,Bichelamar,3+,Vatu,False,Sud,tropical,"rouge,vert,noir,jaune",True,"sanglier,emblème",Christianisme,L'archipel du Pacifique qui possède le volcan accessible le plus actif du monde
VA,Vatican,Europe,Europe du Sud,800 hab.,0.44,False,True,False,1,Italien,2,Euro,False,Nord,méditerranéen,"jaune,blanc",False,"armoiries,clés",Christianisme (catholicisme),"Le plus petit État du monde : 0,44 km², un pape et la Chapelle Sixtine"
VE,Venezuela,Amériques,Amérique du Sud,"28,3 M",916445,True,False,False,3,Espagnol,1,Bolivar,False,Nord,tropical,"jaune,bleu,rouge",True,"étoiles,armoiries",Christianisme (catholicisme),La chute la plus haute du monde (979 m) jaillit ici d'une montagne tabulaire
VN,Vietnam,Asie,Asie du Sud-Est,"98,2 M",331212,True,False,False,3,Vietnamien,1,Dong,False,Nord,tropical,"rouge,jaune",False,étoile,Multireligion,"Les baies de calcaire émergent de l'eau, les phở fument et les lanternes brillent dans les vieilles rues"
YE,Yémen,Asie,Asie de l'Ouest,"33,7 M",527968,True,False,False,2,Arabe,1,Rial yéménite,False,Nord,aride,"rouge,blanc,noir",True,aucun,Islam,L'Arabie Heureuse des anciens : une île aux arbres à sang de dragon et une ville médiévale en pisé
ZM,Zambie,Afrique,Afrique australe,"20,0 M",752618,True,False,False,8,Anglais,1,Kwacha,False,Nord,tropical,"vert,rouge,noir,orange",True,aigle,Christianisme,"Les chutes Victoria, les plus larges du monde, mugissent à sa frontière sud"
ZW,Zimbabwe,Afrique,Afrique australe,"16,3 M",390757,False,True,False,4,Anglais,3+,Dollar zimbabwéen,False,Nord,tropical,"vert,jaune,rouge,noir,blanc",True,"oiseau,étoile",Christianisme,Les imposantes ruines d'une cité de pierre ont donné leur nom à ce pays
